0,2016.10.13 10:46,7月23日，北京八达岭野生动物园发生老虎伤人事故致一死一伤。32岁游客赵女士在东北虎园下车时，被老虎拖走受伤，其母周女士下车追女儿时遭老虎撕咬死亡。昨日，伤者赵女士讲述事发经过时称，自己因为坐车晕车，下车去往驾驶室被咬伤，并非因为吵架。昨天晚上，赵女士接受京华时报记者电话采访时回忆，事发当天早上，她开着 车去给车做了保养，并且一路开车到八达岭野生动物园，加上路上堵车，自己非常累。于是，进入动物园后，就让爱人开车，但由于爱人开车不熟练，并且当时正处 于上坡地段，自己有点晕车。赵女士说，由于自己开车不晕坐车晕，所以提出要开车，便下车去往驾驶室。在走到驾驶室时，赵女士听到了 巡逻车按喇叭的声音，但来不及了，老虎已经扑过来了。对于为何会在东北虎园下车，赵女士回应说，东北虎园的构造非常混乱，容易给人一种错觉。在看到“禁止下车”警示牌的地方自己并没有下车，而是到了允许下车的休息区才下的车。赵女士告诉记者，自己受伤确实很严重，但并不像网上说的那样下巴被咬掉，“我的腰部、面部、脊椎、牙齿等多部位受伤，右脸有一道20多厘米长的疤痕，面部 神 经受损，牙齿掉了两颗，咀嚼功能受到影响。”赵女士称，目前的医学治疗已经结束，之后右下颌部分有钢板要取出，还需进行一些康复性、整容性的后期治疗，毕 竟自己还这么年轻。赵女士称，“事发当时就应该发声。但是我们充分相信了当地的政府。爱人单位领导和地方政府也一再协调。他们采取迂回战术，这可能是危机公关的手段吧。等调查报告出来之后，动物园就有恃无恐了。动物园说仍在与我们商谈，那是天大的谎言。”对于网上的言论，赵女士称：这是诬陷。任何人都有判断失误的时候，我自己肯定有责任，但我不认同网民的“不作死不会死”这一说法。事发当晚，延庆的朋友圈都在疯传我的消息。看到资料被扒，挺无语的。事发后，赵女士的父亲一直在和动物园的协商。赵先生表示，8月29日，在和八达岭野生动物园协商时，园方提出按照处理交通事故的办法定损、定责、定赔。对于 死者周某，双方协定定损124.5万，并达成一致。家属认为动物园应对周某的死亡承担全部责任，但动物园表示只承担15%的责任，并予以赔偿。对于伤者赵女士，家属一方提出定损150余万，己方承担20%至30%的责任，动物园承担70%至80%的责任；但动物园只认可74.5万，不同意家属提出的精神损 失费和后期治疗费用赔偿。赵先生表示，截至目前，动物园一方也没有给出明确的答复，双方也未达成一致意见。昨天晚上，记者联系到八达岭野生动物园负责宣传的曹先生。对于家属指称的动物园没有及时采取有效救援措施一事，曹先生表示，根据视频显示，巡逻车当时就是过去救援的，事情已经很清楚了，不需要再做出解释。曹先生称，动物园会依据政府结论办事，政府的调查报告非常详细清楚，动物园没有责任，也就不存在赔偿的问题，如果有赔偿的话，也仅仅是出于道义上的。目前， 动物园仍在和家属沟通，但还没有结论，对于事情的进展和双方协商的问题，曹先生表示不方便透露。此外，曹先生说，东北虎园目前仍未开放，具体开放时间还不确定。[“我们要求的只是一个公道，一个澄清事实的机会。”]10月14日，八达岭野生动物园老虎袭人事件受伤者赵女士，接受了澎湃新闻的采访。在谈及事故的赔偿问题时，她表示，“人已经去世了，他就算是赔偿一个亿也好，或者怎么样也好。对于我们来说一条鲜活的生命没有了。受伤的人也是很难恢复以前的那种模样了。所以我们要求的只是一个公道，一个澄清事实的机会。”不过赵女士也表示说自己并非没有责任。她认为，自己的责任在于，一是对周围环境的误判，包括下车的一种草率。事情过去已经有将近3个月时间，赵女士在回忆起事发当时的场景依然十分清晰。她回忆说，那天因为车子走走停停，自己有点晕车。于是，就打算和爱人交换座位，自己来开车。当时，赵女士是一直走到了主驾驶位置之后，后面一辆小红车按了喇叭。但是那个时候老虎就已经向她扑过来了，已经为时已晚了。她说：“大家第一时间看到的就是我下了车，然后救援车辆它又第一时间出现了。但是后面的事情就没有了。”“我爱人也不停地敲打救援车的门。但是他们回应的方式就是，这种情况我们没法救，遇到这种情况我们也不敢下车。”事故消息在网上曝出后，也引发了网上诸多的讨论，更有网友对赵女士恶言相向。对此，赵女士表示，母亲去世的伤痛要大过对于舆论的关心。她认为，最后还是要用事实，用法律最终的判决来证明这些事情。
1,1月13日 09:36 ,小鬼我是一片云809,,只怪自已没吧，嫁武松多好。 
9419,2016-10-13 14:11 ,刚好凑够七个字,,晕车换到驾驶位？ 
9420,2016-10-13 14:11 ,郭燕儿123,,意思是晕车就要和老公换位子，然后自己开车喽，你也不怕撞到人哦 
9421,2016-10-13 14:11 ,Im__feng,,怎么不找老虎陪 
9422,2016-10-13 14:11 ,路过青春遇见了你,,你咋不上天，和太阳肩并肩 
9423,2016-10-13 14:11 ,大王Catherine,,园方都已经告知了不能下车，有危险，不管下车是什么原因，都是游客的错，不能以晕车为借口，不知道是否安全区就下车，那也是游客的错啊！四周都没人下车，你们怎么就下车了呢？！狡辩！！你们有没有吵架是你们自己说的，无凭无据。再补充一句，要是真的只是下车换司机，那么请问为什么不抓紧时间换位置 
9424,2016-10-13 14:11 ,刘大人-candy,,现在想怎么说都可以了，不知道什么就签字，你应该识字吧，自己不会看吗，推卸责任挺牛的，现在装失意了。。。。 
9425,2016-10-13 14:11 ,Alice初英是张张,,其女父亲说话也是恶心，什么叫你们出事以后园方立了更多的警示牌就证明园方之前警示不到位，可这么多年了，在你们出事以前园方也是这么多警示牌，人家怎么没出事？就是你出事人家才立更多啊，而且为什么你下车换座位你老公不下车？ 
9426,2016-10-13 14:11 ,胡桃孒,,晕车下车，这理由也是没谁了 
9427,2016-10-13 14:11 ,钱钱钱龙,,晕车还要开车，不怕把老虎撞死啊 
9428,2016-10-13 14:11 ,顾嘟嘟吐泡泡,,都被老虎伤成这样了，能不能让大众同情你一下，各种理由都是这么无赖！晕车你就吐，非下车？ 
9429,2016-10-13 14:11 ,A精灵鱼半兽人的事故A,,定它一个小目标比如先赚它200万 
9430,2016-10-13 14:10 ,依水木屋,黛黛带带代代,她就是跟她老公吵架，一时意氣用事加上侥幸心理，下车想争夺方向盘，他老公迟疑着不肯下车。她站车门前还一直左顾右盼，就是因为她自己也知道有危险，老虎就在附近，只是没料到自己这么不走运真遇上了老虎。 
9431,2016-10-13 14:10 ,三吉_918,,自己做错了，想尽办法把责任往别人身上推，另人讨厌！ 
9432,2016-10-13 14:10 ,MeMrLee,,智商为零，这就叫以身试法，却害得自己受伤母亲身亡，母爱伟大 
9433,2016-10-13 14:10 ,芳草蝶飞,,晕车你在这下车？找死？ 
9434,2016-10-13 14:10 ,万水千山走遍ally,,买票时，她自己也承认了工作人员口头阐述了不能下车，不能开窗，然后给她安全守则签字，她没看内容就签字了。出事后还怪工作人员没把安全守则上的内容念给你听？难道别人喊你吃屎你就吃？到底谁无耻？ 
9435,2016-10-13 14:10 ,Lloyd幸福,, 
9436,2016-10-13 14:10 ,亲爱的卡米,林隆隆啊,😂😂 
9437,2016-10-13 14:10 ,宋因裹好了-,,可是我问了室友他真的不知道那一块区域不能下车 我室友是不是太天真了😂 
9438,2016-10-13 14:10 ,皮一下很开心咩,,我想说，换个座位就不晕车吗 
9439,2016-10-13 14:10 ,时尚小猴猴,,没毛病 
9440,2016-10-13 14:10 ,Love_zymc,,把所有骂你的赞了一遍亲人离世本来该可怜，可惜你太可恨。这疯婆娘，就算拿了这不该拿的钱以后的日子你就好过吗？想想也是，你脸都不要了，哪还管这么多。以后继续作，广大网友期待着你下一次继续上头条 
9441,2016-10-13 14:10 ,五月落霞飞舞,,我想说我110的体重都可以在车内换位子啊！很明显她根本没有安全意识，有的话真晕车应该考虑车内换位子，爬一爬动动屁股，看她下车的样子，根本觉得自己拽爆了，这种女的生活里我见多了，浑身的优越感爆棚，坐个电梯都觉得自己比同电梯的人高大上 
9442,2016-10-13 14:10 ,辣条味的仙女啊,,晕车？你丫的坐这么长时间不晕车到了不该下车的地方说晕车，活该，贪得无厌，拿命换钱！ 
9443,2016-10-13 14:10 ,crush瑜,stef_zD,园房吧后果标的很清楚，我想她自己也知道后果。犯错了就认厚颜无耻去要钱就不对了，至于园房，遵守规则的人一点事都没有，她在知道后果的情况下越线，没有人逼她。自作孽不可活。 
9444,2016-10-13 14:10 ,Ng_Yim,,你晕车就下车 你自己作死为什么要让别人为你买单承担后果 当初老虎怎么不撕烂你嘴脸 
9445,2016-10-13 14:10 ,笛熹熹yuki,,200多万。。我也是醉了 说的出口的 
9446,2016-10-13 14:10 ,流浪远方诗与时间,,估计是自己亲人死了，然后觉得无论如何总得讨点什么回来才甘心，命是回不来了，就开始撒谎撒泼要钱，人都是这样，明明是自己的错，但是却不甘心，撒着各种谎为自己从其他方面寻求补偿 
9447,2016-10-13 14:10 ,诸恶勿作,,请问你老公是在动物园飙车了吗，你这车晕出了国际锦标的风范 
9448,2016-10-13 14:10 ,韵meier,,这很明显是两口子吵嘴啊！还晕车！讹钱！ 
9449,2016-10-13 14:10 ,isabella纪,,晕车。。。哈哈哈 
9450,2016-10-13 14:10 ,阿叮家的龙喵猫,,活该这女的 一家人都不要脸 可惜了婆婆 
9451,2016-10-13 14:10 ,监利佬,,你拿电棍去戳老虎试试！🐯 妈的智障！ 
9452,2016-10-13 14:10 ,梦想编辑者_舒蒂,,辣鸡，为自己所犯下的错就轻描淡写的一个谎言来勒索。鄙视 
9453,2016-10-13 14:09 ,lovejay1206,,太不要脸了，把自己妈害死了，一辈子在悔恨中过吧 
9454,2016-10-13 14:09 ,-Cardamine,,从视频上看不像是晕车 
9455,2016-10-13 14:09 ,W王公子W,,‍‍真特么‍来气 ‍老虎‍都不爱‍吃你 
9456,2016-10-13 14:09 ,刀剑江湖梦,,呵呵 
9457,2016-10-13 14:09 ,谢家大姑娘,,我觉得是没责任 你晕车你干嘛不忍忍 偏要在这里下车 我也是醉了 你现在家里死了一人 自己又受伤了当然想要赔偿 人家可是说了不许下车的 这么大年纪了不知道老虎的厉害？ 
9458,2016-10-13 14:09 ,當歸情,,觉得那一百来万赔的有点亏 
9459,2016-10-13 14:09 ,-_-我没有名字o,,说的好像这嫑脸的女施主从家里走路到动物园的晕车 
9460,2016-10-13 14:09 ,漆布圆,,伤者家属还质疑工作人员未及时下车援救...你家人是人命、别人不是吗？自己私自下车还各种借口，都是成年人能不能长点心。。。 
9461,2016-10-13 14:09 ,此番万般皆做古,,不要脸 
9462,2016-10-13 14:09 ,星妹儿阿,_名子被偷走了-,哈哈哈 
9463,2016-10-13 14:09 ,麦垛wheat,肉体和钱我最爱,所以再回来要钱？我也晕车，我也懂那种难受，但如果不是心存侥幸心理，怎么会出事，既然是自己的原因，凭什么又要别人负责 
9464,2016-10-13 14:09 ,这春风得艺如我所愿,,这如果胜诉获赔了，明天会有一群人也去动物园碰瓷。哎呀，这头牛撞了我，哎呀，这只鸡叨了我。啧啧，不敢想。 
9465,2016-10-13 14:09 ,愿望不打烊_Hins,,脸呢？ 
9466,2016-10-13 14:09 ,养得胸中恬静,,至贱无敌！ 
9467,2016-10-13 14:09 ,林林林_鞋子,,还要索赔，恶心到我，就是你自身问题 
9468,2016-10-13 14:09 ,好了好好好好,,图片评论 ¡评论配图 
9469,2016-10-13 14:09 ,wong_Viola,,我觉得她的母亲是死在她手里的。 
9470,2016-10-13 14:09 ,懵懂的老仙女,,索赔个毛线，就是想出来勒索动物园 
9471,2016-10-13 14:08 ,速冻喵,,妈的这个女的一起去死吧 
9472,2016-10-13 14:08 ,刘大人-candy,,晕车干嘛做车来动物园，知道晕车不提前吃药，晕车不会开一点点车窗。。。。出事了想多要点赔偿晕车也不是一个好的借口，失去一个生命固然可惜，不从自身找原因也是可耻行为，自己没有安全意识。。。。 
9473,2016-10-13 14:08 ,-w77--,,我记得看新闻这个人后来不是没抢救过来吗 
9474,2016-10-13 14:08 ,饼妃娘娘本尊,,你把自己妈害死了 你不知道吗 真是醉了 明确说了不能下车 你晕车也不能下车 知道自己晕车了那就快点开出动物园呀… 
9475,2016-10-13 14:08 ,大米JM,,这评论真是…怨气冲天啊 
9476,2016-10-13 14:08 ,嘘嘘小丸子,,你以为到安全区？真会以为 要是我 不用说安全区 不出动物园我都不敢下车 宁愿晕在车上 明明自己作的 动物园一分都不要赔 
9477,2016-10-13 14:08 ,bia嘴儿喵,stef_zD,活圣母一只。。。无规矩不成方圆，自己犯的错自己承担后果这都不懂吗？你以为那是猫啊？下去散个步它还来跟你撒娇卖萌啊？你晕车不代表你就可以在虎园下车，要下车就应该料到可能发生的后果。 
9478,2016-10-13 14:08 ,是程白泽吗-,,尼玛，车开的还没人走的快，你晕车，晕车换你开车就不晕了吗？不要碧莲货，看来应该再让老虎找你谈一次人生了，找老虎索赔吧，煞笔..这种人谁粘上谁倒霉，救援不力你这种找死的人能活着？医院救了你，你还不是医闹？他妈的，去死吧 
9479,2016-10-13 14:08 ,新鲜小绵羊,,所以她晕车和老公换位置的作用在哪   自己的私家车坐在副驾都晕车  那和老公换了她开车就不会晕了么    我不会开车所以不懂 
9480,2016-10-13 14:08 ,补眠酱SAMA,一如既往-2C, 
9481,2016-10-13 14:08 ,猪精Bo,,拉不出屎怪地球没引力？赶紧麻溜的去死. 
9482,2016-10-13 14:08 ,一只帆帆子,,我靠…跟驾驶员换位置，车内挤挤就能换了啊，要是真的是换位置，一般在正常的路上不是驾驶员和你一起下车换位吗？ 
9483,2016-10-13 14:08 ,绕圈圈778,,难道换座位可以有效的解决晕车？ 
9484,2016-10-13 14:08 ,幸而有你Wly,此生不换Lxc,咬死他算了 
9485,2016-10-13 14:08 ,不想撞南墙了,,去他妈的 活下来不感恩还他妈越发不要脸了👍 
9486,2016-10-13 14:08 ,我是双眼皮诶,,这锅老虎不背 
9487,2016-10-13 14:08 ,控制一下你寄几,,这么不要脸也是没谁了人至贱则无敌这话真是没错 
9488,2016-10-13 14:08 ,_细胞猪,,竟然好意思索赔，动物园向他们要停业损失费还差不多 
9489,2016-10-13 14:08 ,仲夏夜一浮城旧事,,一开始不是说是因为 嫌她老公开车慢 自己非要换过来开车吗？证词岂容你说改就改 
9490,2016-10-13 14:08 ,沉睡芥末,,老虎怎么不当场要死那个臭女人，还留下祸害人。 
9491,2016-10-13 14:08 ,风吐流苏苏,,看了半天，对于她母亲的惨死她到时没什么内疚的？？？就知道要钱先。这种人被老虎咬真的也不是什么意外。 
9492,2016-10-13 14:08 ,姨妈红奶奶灰,,恶心 
9493,2016-10-13 14:08 ,一个非常不快乐的人,,我信你，我觉得200万太少了，2000万才行。不然亏了，然后拿着这些钱去国外吧。 ¡评论配图 
9494,2016-10-13 14:07 ,连儿子休,,这个真有点不要脸了 
9495,2016-10-13 14:07 ,啰里啰嗦M,,虎园你就下车，你们坐的是同一排换座位就能够解决晕车吗？这个理由太牵强了吧。终于知道你为什么下车被咬了。无视规则还葬送了母亲的生命 
9496,2016-10-13 14:07 ,Tiiways纯雅,,晕车能开车？？副驾驶没得坐？？ 
9497,2016-10-13 14:07 ,这是歌首-,,辣鸡 
9498,2016-10-13 14:07 ,當歸情,,一听她就是没晕过车，根本不懂我们晕车的苦 
9499,2016-10-13 14:07 ,达阿西,,剧本果然按照大家预期的发展了 
9500,2016-10-13 14:07 ,曾用名空格键,,赔了说不定想要更多 然后再加一条园方说没错 那为什么他赔了钱！！ 
9501,2016-10-13 14:07 ,Evyoyo,,人不要脸 天诛地灭 
9502,2016-10-13 14:07 ,Dream雪陌,,再晕车，也要等开出去再换座位也不迟，你晕车，还敢开车？再来说，进入那个动物园肯定会有提示你不准下车 
9503,2016-10-13 14:07 ,麋鹿了over,林隆隆啊,带我一个。。。 
9504,2016-10-13 14:07 ,董小姐-shirley,,不要逼脸，你妈白死了，他妈的作孽才会不得好下场 
9505,2016-10-13 14:07 ,杨蔺卉3,,图片评论 O网页链接 
9506,2016-10-13 14:07 ,-Cardamine,,入园协议可不是白签的，都是成年人，要为自己的言行负责。丢死个人了还好意思讹动物园 
9507,2016-10-13 14:07 ,想继续做梦,,假如真晕车，我宁可吐车里也不愿被老虎咬死！理由能再假点吗 
9508,2016-10-13 14:07 ,雨轩___-,,老虎🐯 妈的智障，我当时就应该把你咬死 
9509,2016-10-13 14:07 ,森丨森,,舔着脸说瞎话 
9510,2016-10-13 14:07 ,Azzzai,,行啊，以后晕飞机，也可以打开紧急逃生门出去吧 O网页链接 
9511,2016-10-13 14:07 ,霖霖的专属开罐器,,睁着眼睛说瞎话 
9512,2016-10-13 14:07 ,o陈橙橙o,stef_zD,这和麻醉枪有关系吗？有麻醉枪就不会有其他意外么？麻醉枪射击打偏打错到人身上的事情不是没有发生过吧 我不针对这件事 只是对动物园的制止措施很不满意 危险地方 肯定有意外发生 本身就应该佩戴手榴弹 
9513,2016-10-13 14:07 ,吃货0923,,第一次坐车么，还晕车 
9514,2016-10-13 14:06 ,DanLuQiu,,呵呵呵 
9515,2016-10-13 14:06 ,劉渟Baby,,好不要脸 
9516,2016-10-13 14:06 ,熊亚丽Li,,最可怜的是死去的母亲好吗 
9517,2016-10-13 14:06 ,幽期入梦,,动物园有警示牌，应该认识汉字，也明白下车的后果。确实晕车难受，但是晕车和生命危险哪个重要？我也是一个晕车的人，但是我宁愿在车里晕车晕死也不敢下车。 
9518,2016-10-13 14:06 ,我一直都在YJH,,怨谁？是你自己要作死怨谁？就算动物园方没有尽到义务提醒你，但那可是野兽区，正常人都知道在动物园的野兽区不管是什么原因都不能下车的，怨谁？你这种人真是谁碰谁倒霉！动物园碰上你了动物园就倒霉了！现在你要赔偿？你在动物园野兽区下车得时候脑子去哪儿了？总之你就是个脑残！ 
9519,2016-10-13 14:06 ,JunkCoke,,晕车跟司机换位置？  带着一车子人去喂老虎？ 
9520,2016-10-13 14:06 ,Scarlett-Chyi,,有病！ 
9521,2016-10-13 14:06 ,EJ少年,,你老公在驾驶位，你都晕车了还要去开车？ 
9522,2016-10-13 14:06 ,每天狂舔我川不要停prprpr,,想给这妹子颁奥斯卡小金人 
9523,2016-10-13 14:06 ,内容正在清理,,动物园应该起诉这种破坏规矩的烂人 
9524,2016-10-13 14:06 ,阿帅2005,,怪晕车咯？ 自己送虎口就自己背。谁叫你去动物园的。 
9525,2016-10-13 14:06 ,晴月幽蓝,,难道换座位可以有效的解决晕车？ 
9526,2016-10-13 14:06 ,茉茉是女文青,,那也不应该下车吧，自己作死为什么要让动物园买单，你这么说没人会同情你的 
9527,2016-10-13 14:06 ,干燥鲁炊,,民不畏死，奈何以死惧之[咖啡]    
9528,2016-10-13 14:05 ,猫林居士2012,,赵女士说是到了休息区才下的车，园方标志不明。这一点有待核实。园方救援虽然及时，但如果车内真的只有一个人而且没有配备任何救援设备的话，确实应该承担一部分责任。 
9529,2016-10-13 14:05 ,君磐石妾蒲苇,,郁闷，老虎那么可怕的动物你自己下车还逼逼，平时挺有同情心的，但是这次我不同情，自己作的，说真的。 
9530,2016-10-13 14:05 ,霸占后宫-妍姐,,那是虎园啊！没到休息区就敢下车了啊！跟吵不吵架有毛关系啊？晕车就可以下车啊？实在你要开车就在车内想办法换位啊！为毛一定要下车啊？虽然你受伤严重，妈妈因此殒命，但是如果你不下车会这样吗？赔你点钱你就拿着吧，别废话了！你这情况值得同情吗？ 
9531,2016-10-13 14:05 ,-不过就是一场放弃,,真好笑、还索赔、明标着不能下车售票人员也提醒不能下车、就怎么晕也不应该下车吧、换位也不应该在那里换 
9532,2016-10-13 14:05 ,呆呆小朋宇,,呵呵，就不用赔！就带着这个疤行了，再叫你不长急性 
9533,2016-10-13 14:05 ,用户6031195250,,缸，儇[好可怜]   ¡评论配图 
9534,2016-10-13 14:05 ,兲生小孩,,药店脸吧！晕车，理由真是编的好。 
9535,2016-10-13 14:05 ,啵啵虎膘膘厚,stef_zD,麻醉枪需要起效时间，并且很有可能老虎没晕过去，反而更加激发它的凶性。都是成年人，不按规定做事，就是要自己承担后果。能怪谁呢，科科 还好意思索赔200万，谁给的逼脸 
9536,2016-10-13 14:05 ,amy刘小思,,这个钱不该给 
9537,2016-10-13 14:05 ,一个不愿意透露姓名的皇马球迷,,老虎我也没钱赔给你啊。 
9538,2016-10-13 14:05 ,yang橘砸,,妈的智障 
9539,2016-10-13 14:05 ,ge倩倩,,晕车总比下去送死好  自己的错还怪别人？ 
9540,2016-10-13 14:05 ,他来自尼尼微,,别的不想评论，只想说，换了座位确实就不晕车了。好多人都是坐车晕自己开就不晕，开过车的人都知道。 
9541,2016-10-13 14:05 ,玛莎有拉蒂哦,,真是不要逼 
9542,2016-10-13 14:05 ,嗨---船长,,人不要脸天下无敌，去动物园活动一次够你吃喝十年了，碰瓷碰到动物园你也是别出心裁 
9543,2016-10-13 14:05 ,聿瑾荼,,不许下车 这是规定 你死车里也不许下车 苦了那些老虎 🐯 唉 
9544,2016-10-13 14:05 ,茶言棺瑟,,从未见过如此厚颜无耻之人。。。。 
9545,2016-10-13 14:05 ,内容正在清理,,真不要脸 
9546,2016-10-13 14:05 ,就爱玛丽苏苏苏苏,,长见识了 
9547,2016-10-13 14:04 ,媛婕微博,,换了座位也晕车呀，都在车里呀！你当我们吃瓜群众傻呀！ 
9548,2016-10-13 14:04 ,xiaopinggai幸福920,,能不能找个稍微糊弄过去的理由呢 
9549,2016-10-13 14:04 ,我兜里有糖呀,Rickgirl_Jessica,换了位置就不晕车了？ 
9550,2016-10-13 14:04 ,謝皇上1980,一个叫马头一个叫马尾,居然唱出来了 
9551,2016-10-13 14:04 ,what静嘉,,确实晕车的人开车不晕，我也晕车，学车的时候不晕，坐车会晕。但是猛兽区正常人都知道不能下车吧，可怜的还是保护女儿而死的母亲 
9552,2016-10-13 14:04 ,Daisy-kmoon,黄丹Diana, 犯了错就认，有那么难吗？自己的亲妈都因为这脑残死了，居然还觉得自己没错。我真是服。 
9553,2016-10-13 14:04 ,瘦弱滴,,翱，吐{c}{c}敲   O网页链接 
9554,2016-10-13 14:04 ,哆咪mom,,为什么晕车要跟开车的换位置…没看懂 
9555,2016-10-13 14:04 ,Keee阿兰,,我站动物园。是你自己作死不要怪动物园。动物园没错。 
9556,2016-10-13 14:04 ,李翠花xiang,,这索赔理由也是醉醉的  换个座位就不晕了？动物园回答赞 一分钱都不要给 
9557,2016-10-13 14:04 ,S-chiven四口,,说出这话自己都会笑吧！晕倒了也决不能下车，下车就是找死！！！ 
9558,2016-10-13 14:04 ,闷氵甴瓶尐羽乇祝福大长福,飞机飞远了,😂😂😂😂 
9559,2016-10-13 14:04 ,faiiaozjkaoakb,,漏洞百出 
9560,2016-10-13 14:03 ,土匪大哥哥,一人烧一点 ，你家几代都不用工作了, 
9561,2016-10-13 14:03 ,腿长一米八哈哈哈哈哈,,你自己的母亲都被你害死了还有心情跟别人要钱人家为什么要为你的错误买单  不怕死吗  猛兽区下车  这点不用提醒也会注意吧 
9562,2016-10-13 14:03 ,阿狸丢丢,,好贵的脸 
9563,2016-10-13 14:03 ,静心态慢生活,,忍不住再来骂一次SB没好死！怎么会有这么不要脸的 
9564,2016-10-13 14:03 ,落地金牵牛,,晕车您能开到安全区在下车吗？，编的理由也得靠谱点吧。。。这么大的正常人，如果搞不清楚方向和路就别出门了。。相信社会公众是明事理的。。能不能别把自己的过错赖到倒霉的动物园 
9565,2016-10-13 14:03 ,人莱疯疯疯aaa,,换位置一定要下车 
9566,2016-10-13 14:03 ,东方华尔兹-青瓷,开心就好mrli,奥，瞎折腾 
9567,2016-10-13 14:03 ,她是兰花花,,面部留疤20cm 好可怕啊 
9568,2016-10-13 14:03 ,大牌口红批发商,,晕车不是更应该坐副驾驶吗？难道晕车去当司机？？比较好？？ 
9569,2016-10-13 14:03 ,ZALandyou,,开车不晕坐车晕😂 年度奇葩 
9570,2016-10-13 14:03 ,1927-09-04,随便凑个对,您偏激了，哪里来的学历歧视？……那就照您这么理解，与您也是彼此彼此了。谁也不该站在道德制高点，我有错，我道歉。您和我都该承认。小朋友上课了。不用回复。 
9571,2016-10-13 14:03 ,鲩鱼,,起码我不是园方买回来的水军。所以进去之前你有没有看清楚所有条例包括每一个字？没有的话，那肯定是你的责任！下车前其他不晕车的人有没有看清楚周围的情况？？没有的话其他俩人也是有责任…… 
