0,2016-10-16 20:41,【张大伟回国投案自首，为什么追逃爱劝返？】近日，犯罪嫌疑人张大伟回国投案自首。在打击贪官外逃方面,我国主要依靠引渡、遣返、劝返等措施。从实践可看出，许多外逃人员已通过劝返的方式回国接受法律的审判和制裁。什么是劝返？为什么追逃爱劝返？
7185,2016-10-17 00:17 ,土酷本人,,看成大张伟的点赞 
7186,2016-10-17 00:17 ,hunhunLL,,我就看成了大张伟 
7187,2016-10-17 00:17 ,anotherPray,,还以为大张伟 
7188,2016-10-17 00:17 ,我不是舒芙蕾,,我也看成了大张伟……… 
7189,2016-10-17 00:17 ,W小小小乐,小饭饭饭_, 
7190,2016-10-17 00:17 ,小兔牙今天也要乖乖学习,,吓死我了，看了好几遍都是大张伟，吓死 
7191,2016-10-17 00:17 ,婲瑾i,,我天！大张伟 张大伟 吓（xiao）死我了 
7192,2016-10-17 00:17 ,T想要F静静BOYS找我,,原来不止我一个看成大张伟 
7193,2016-10-17 00:17 ,Sunny晴天O_o,,第一眼看成了大张伟 
7194,2016-10-17 00:17 ,路半边车轮,,不好意思，看成了大张伟 
7195,2016-10-17 00:17 ,多灾多难东南亚鸟国老淫,,我敢说是因为大张伟才上的热搜 
7196,2016-10-17 00:17 ,Dakki_JK,,原来大家都看成了大张伟 
7197,2016-10-17 00:16 ,Strawberry冉冉冉,爱做梦的Micro,我也是😂 
7198,2016-10-17 00:16 ,EDC_Sunshine,,评论不止我一个人看成了大张伟哈哈哈😂 
7199,2016-10-17 00:16 ,云之竹歌,,原来不只我一个人看成了大张伟 
7200,2016-10-17 00:16 ,吃完抓饭吃揪片,,第一眼看成大张伟，吓我一跳 
7201,2016-10-17 00:16 ,花和一二,,吓死霸霸了还以为大张伟怎么着了呢 
7202,2016-10-17 00:16 ,西贝弓虽0516,,我以为是大张伟 
7203,2016-10-17 00:16 ,无聊养只猫,O,网页链接 
7204,2016-10-17 00:16 ,啊啦嗦-,,想说看错大张伟，点开评论发现我不是一个人 
7205,2016-10-17 00:16 ,长不大的林小斓,,看成大张伟 
7206,2016-10-17 00:16 ,三线的花o,,我也看成大张伟了！！！ 
7207,2016-10-17 00:16 ,追台风的人,,吓死了，以为大张伟！！ 
7208,2016-10-17 00:16 ,皎洁路过,,吓死了还以为大老师又搞了什么事情 
7209,2016-10-17 00:16 ,唐钰婷a,,大张伟   怎么莫名其妙上了头条 
7210,2016-10-17 00:16 ,Pluto134340_,,同看成大张伟 
7211,2016-10-17 00:16 ,--伞下,,所有人都看成了大张伟好吗咱能别说“就我一个人看成了大张伟”了行吗，你以为你有夺特殊啊 
7212,2016-10-17 00:16 ,关注谁不行,,我以为大张伟呢 
7213,2016-10-17 00:16 ,mei梅子酱,,我他妈第一眼也是看成大张伟 
7214,2016-10-17 00:16 ,全村的绝望_,,都看成了大张伟 。。。。 
7215,2016-10-17 00:16 ,Jiu妹,,看成了大张伟心累 
7216,2016-10-17 00:16 ,红药知生,,看成了大张伟⋯⋯ 
7217,2016-10-17 00:16 ,超级无敌大傻狗的老婆,,本能反应，大张伟 
7218,2016-10-17 00:16 ,咸鱼CaeEru,,看成大张伟点开前我还在想卧槽就一首歌的事儿还潜逃了？潜逃完了还回来自首了？原来如此  
7219,2016-10-17 00:16 ,天团and粉墨,,评论里都是看成了大张伟😂😂😂 
7220,2016-10-17 00:16 ,_超人妹儿,大张伟, 
7221,2016-10-17 00:16 ,虞美人G-Dragon,走钢索的猫丶,我也是 
7222,2016-10-17 00:16 ,19岁时的开心果,,我以为是一个我不认识的人叫大张伟，吓死宝宝了😂 
7223,2016-10-17 00:16 ,YUMlKO_,,只有我一个第一眼看成大张伟吗 
7224,2016-10-17 00:16 ,心芯姑娘,,吓了一跳，以为是大张伟 
7225,2016-10-17 00:16 ,铅笔贼yo,,应该是受劝返吧 爱劝返是啥意思？ 
7226,2016-10-17 00:16 ,peaceminusone一,,原来这么多人看成了大张伟，我差点怀疑大张伟到底是叫大张伟还是我一直看错了应该是张大伟好了当我没说 
7227,2016-10-17 00:16 ,王谨_wj,,大张伟没事儿吧 
7228,2016-10-17 00:16 ,小甜甜酱_s,一条爱铅笔的鱼_, @一条爱铅笔的鱼_ 😂😂😂 
7229,2016-10-17 00:16 ,异汁羊,,看来不只我一个看成大张伟 
7230,2016-10-17 00:16 ,一只国际化的狗叫喵,,真是老了一直看成大张伟，点进来看图片不是大张伟再看哈标题原来看错了尴尬 
7231,2016-10-17 00:15 ,可司落,,因为大张伟点进来 
7232,2016-10-17 00:15 ,A-Z靜靜,,看到新闻的一瞬间忘了那个歌手是叫大张伟 
7233,2016-10-17 00:15 ,银杏鹤,,看成大张伟 
7234,2016-10-17 00:15 ,WEI-CZW,,愣是看成大张伟 
7235,2016-10-17 00:15 ,缪猪猪_,,看成大张伟，所以大张伟姓大还是姓啥咧， 
7236,2016-10-17 00:15 ,心芯姑娘,,看成了大张伟 
7237,2016-10-17 00:15 ,阿萌就是我啊,,心说大老师犯啥事啦 
7238,2016-10-17 00:15 ,啊啊圈呐,,看了评论才发现不是大张伟😂 
7239,2016-10-17 00:15 ,Pisce3小妞_王丝竹,8023屔, 我看成了大张伟  评论笑死了 
7240,2016-10-17 00:15 ,快到锅里躺着,,看来不是我一人看成了大张伟 
7241,2016-10-17 00:15 ,我是一只咚咚,,不好意思，看成了“大张伟回国投案自首” 
7242,2016-10-17 00:15 ,夏天的西瓜汁a,大张伟, 你出啥事了？ 
7243,2016-10-17 00:15 ,RCChallengeCupMin,,我看成了大张伟。。 
7244,2016-10-17 00:15 ,Candice陈清然,,看成大老师 
7245,2016-10-17 00:15 ,林-wanli,,看成大张伟 
7246,2016-10-17 00:15 ,宇宙超级M虫M,,看成大张伟 
7247,2016-10-17 00:15 ,余白er,,大张伟怎么了……才发现看错了 
7248,2016-10-17 00:15 ,阿w薇,,有多少人看成了大张伟！ 
7249,2016-10-17 00:15 ,超级超级超级英雄,,我就是看看评论大家看的和我是不是一样，所以攒了这么多关注 
7250,2016-10-17 00:15 ,狸淼,,因为大张伟进来，进来看半天发现是张大伟 
7251,2016-10-17 00:15 ,辛阿辛_,,第一眼看成大张伟 
7252,2016-10-17 00:15 ,迟开的花朵更可爱,,我看成大张伟 
7253,2016-10-17 00:15 ,草莓味的崽崽猪,,我还以为大张伟 
7254,2016-10-17 00:15 ,Gintama-Jesse高,,看成大张伟的只有我一个人那 
7255,2016-10-17 00:15 ,杉杉狂想曲曲,,原来不止我第一眼看成了大张伟 
7256,2016-10-17 00:15 ,固力菓GLiCo,运气好到爆啊啊, 
7257,2016-10-17 00:15 ,LULU_一只狐狸它坐在沙丘上,,看成大张伟的请赞我 
7258,2016-10-17 00:15 ,戈薇ei,,我靠，大晚上看成了大张伟 
7259,2016-10-17 00:15 ,汤圆爱芝麻麻,,果然大家都看成了大张伟 O网页链接 
7260,2016-10-17 00:15 ,他是暖光不发光i,脸就是面具, 
7261,2016-10-17 00:15 ,鸠9Monika,,大张伟😅 
7262,2016-10-17 00:14 ,九七佳年,,这名字有毒 
7263,2016-10-17 00:14 ,不瘦10斤不换名字,,我也看成大张伟。。 
7264,2016-10-17 00:14 ,安吃草莓吐薄荷,,猛看以为大张伟 
7265,2016-10-17 00:14 ,秋刀鱼是什么鱼,,看成大张伟了，我的哥 
7266,2016-10-17 00:14 ,三亚南迹smart公路旅行,,咋一看还以为大张伟咋地了 
7267,2016-10-17 00:14 ,烊烊的仙女鹤啊,,其实我只是想进来看看有多少人看成了大张伟，发现全都是啊。。。 
7268,2016-10-17 00:14 ,采菇凉滴xiao蘑菇,,我也是第一眼看成了大张伟，原来不是我一个人 
7269,2016-10-17 00:14 ,阿曼mmmmmmmm,,曹，看成大张伟 
7270,2016-10-17 00:14 ,梦梦不胡闹,,我以为是大张伟 
7271,2016-10-17 00:14 ,谁家这小厮,,我也看成大张伟了 
7272,2016-10-17 00:14 ,不做躲避的猫,,大张伟？ 
7273,2016-10-17 00:14 ,小時光biu,DDONGHAE_1015, 
7274,2016-10-17 00:14 ,Choney-,,吓一跳还以为大张伟 
7275,2016-10-17 00:14 ,任性的天才,,都看成大张伟了 
7276,2016-10-17 00:14 ,Lincool-,,吓死我了，我以为是那个张大伟。 
7277,2016-10-17 00:14 ,橙子你个凹润橘123,,哎妈呀 大张伟 看错了还 
7278,2016-10-17 00:14 ,yin专属1983,,晕，以为大张伟 
7279,2016-10-17 00:14 ,墩了个墩,,😂同样看成大张伟233简直没救了 
7280,2016-10-17 00:14 ,秦亦牧,,看成大张伟 
7281,2016-10-17 00:14 ,欧阳筱楦,,妈的，还在纳闷大张伟怎么了 
7282,2016-10-17 00:14 ,达达就是点点,,我把看成大张伟的都赞了一遍 
7283,2016-10-17 00:14 ,长腿哈尼2333,,我也看成大张伟。。哈哈哈 
7284,2016-10-17 00:14 ,胆子小的Ashe,,以为是大张伟承认抄袭了呢 
7285,2016-10-17 00:14 ,李啦-,大张伟, 哈哈哈哈哈哈我以为 
7286,2016-10-17 00:14 ,蟹儿味的四叶草,,原来好多人和我一样都看成了大张伟 
7287,2016-10-17 00:14 ,砰砰儿619718,,看成大张伟 
7288,2016-10-17 00:14 ,中指加食指,老公最爱的老婆,是张大伟！！！ 
7289,2016-10-17 00:14 ,白梓辛Mr94742,,tmd看成我大老师 
7290,2016-10-17 00:14 ,养猪专业户陈思尧,,所以大家都不认真看一个外逃贪污犯被捕的新闻吗？ 
7291,2016-10-17 00:13 ,real-super,,我也看成了大张伟 
7292,2016-10-17 00:13 ,陈c偲c,,大张伟 
7293,2016-10-17 00:13 ,晨哥32994,,大张伟 
7294,2016-10-17 00:13 ,琪JM,,我也看成了大张伟 
7295,2016-10-17 00:13 ,第N次改名我很拒绝,一定是故意的，算不算标题狗, 
7296,2016-10-17 00:13 ,书书书欲言又止_Finn07168,,我以为是大张伟。。。。。。 
7297,2016-10-17 00:13 ,cc哥是好人,,以为 大张伟 
7298,2016-10-17 00:13 ,whatwhatwhatiupukfjfh,,我看成了大张伟 
7299,2016-10-17 00:13 ,西柚味的-,,看成大张伟😂 
7300,2016-10-17 00:13 ,Sophie的外衣,,真以为是大张伟不过这个人为啥表情那么的不难过呢 
7301,2016-10-17 00:13 ,硫酸镁加锌,,我靠，一看大张伟 
7302,2016-10-17 00:13 ,大邱二叽花-,,就是都以为是大张伟才被刷上热搜的吧！！ 
7303,2016-10-17 00:13 ,forvere2014,,害我看错  还以为是大张伟 
7304,2016-10-17 00:13 ,思而凡,大张伟, 我实在是看错了 
7305,2016-10-17 00:13 ,姚姚姚姚姚瑶-,,原来不止我一个看成了大张伟 
7306,2016-10-17 00:13 ,Blood-i,,我以为大张伟 
7307,2016-10-17 00:13 ,汤圆专属徐珠贤,,这么多人都看成了大张伟 
7308,2016-10-17 00:13 ,-CHErNy,,看成了大张伟，以为娱乐圈又出事儿了呢 
7309,2016-10-17 00:13 ,盼盼07226,,我说大张伟怎么投案自首了 
7310,2016-10-17 00:13 ,柠檬不甜会很酸呀,,告诉我不是我一个人看成大张伟，还以为大张伟犯什么事了，吓死我了 
7311,2016-10-17 00:13 ,I芒果Y,,之所以热搜，都是因为看成大张伟？ 
7312,2016-10-17 00:13 ,同学小章,Mochuuu, 懵一逼   以为是大张伟 
7313,2016-10-17 00:13 ,lovely乔克叔叔,,只有我一个人看成了大张伟吗 
7314,2016-10-17 00:13 ,减肥中的姚小胖,考考考拉不是熊, 我靠，我以为是大张伟 
7315,2016-10-17 00:13 ,莫小姐和她的记忆,,我看成了大老师 
7316,2016-10-17 00:13 ,小萱女X,,我也以为是大张伟哈哈~ 
7317,2016-10-17 00:13 ,王希希酱,,妈的！吓死我了！我以为大张伟犯什么事儿了呢！ 
7318,2016-10-17 00:13 ,大邱二叽花-,,我也以为是大张伟啊 
7319,2016-10-17 00:12 ,Sham林梅香,,评论都是看成大张伟 
7320,2016-10-17 00:12 ,我不及他y,,大张伟 
7321,2016-10-17 00:12 ,我的郭婷婷女友,,我他妈以为洗刷刷的那个大张伟 
7322,2016-10-17 00:12 ,红的眼不用谁怜惜,,我也以为大张伟 
7323,2016-10-17 00:12 ,小M已老面,,看了三遍都看成洗刷刷，一脸无解 
7324,2016-10-17 00:12 ,想吃榴莲嘛T_T,,我也以为大张伟犯事了😂告诉我我不是一个人 
7325,2016-10-17 00:12 ,高三流亡者,事实证明汉字的顺序不影响阅读, 
7326,2016-10-17 00:12 ,齐齐公主要改名字了,,我以为大张伟让王思聪骂的都去自首了… 
7327,2016-10-17 00:12 ,Liaenmmmm,,原谅我看成了大张伟 
7328,2016-10-17 00:12 ,她殺_,,我以为是大张伟！！！！！！看了3遍也找不到大张伟的人！ 
7329,2016-10-17 00:12 ,蓝二哥哥魏婴,,我以为大张伟 
7330,2016-10-17 00:12 ,张艺子涵ei_,,吓我一跳，我以为是大老师。。 
7331,2016-10-17 00:12 ,Lucy_阿美,,咋一眼看成了大张伟老师，我还奇了怪呢，点开一看不是。 
7332,2016-10-17 00:12 ,byeeeiii,-Odyssey--, 我靠我以为大张伟怎么了 
7333,2016-10-17 00:12 ,小芽微整形,,我操，我也看成大张伟 
7334,2016-10-17 00:12 ,Yanaa_D,,我以为大张伟 
7335,2016-10-17 00:12 ,Qincomparable,,果然不是我一个人看成大张伟 
7336,2016-10-17 00:12 ,Masther93,,看成大张伟一脸蒙逼 
7337,2016-10-17 00:12 ,喜欢大壳子-Lay,,看成大张伟，吓我一跳，赶紧点开看看，知道真相的我［二哈］ 
7338,2016-10-17 00:12 ,oZoozz,,妈的，我还以为大张伟 
7339,2016-10-17 00:12 ,嘎嘎3623,,吓死了看成了大老师！然后就马上想到了嘉嘉！我这是怎么了！对不起 
7340,2016-10-17 00:12 ,槑呆呆了,,我也看错进来的 
7341,2016-10-17 00:12 ,上进的人啊,大张伟, 
7342,2016-10-17 00:12 ,亠肀冂,,第一眼以为大张伟，还一愣一愣的，他啥时出国了 
7343,2016-10-17 00:11 ,Crashing___,,图片我都差点点开了    
7344,2016-10-17 00:11 ,晓姝儿,,我以为是大张伟  
7345,2016-10-17 00:11 ,Fairy_马小佳,,卧槽你霸霸吓死爹了  我还以为是大张伟  嘴里喊着张大伟说快点快点热搜  我们寝室人以为我疯了 
7346,2016-10-17 00:11 ,暗恋东方神起J,,吓我一跳   以为大张伟出事了，我盯这屏幕看了好久好久  都没看出来哪有问题  看评论才看出来😂 
7347,2016-10-17 00:11 ,十年何止一首歌那么短-,,我也看成大张伟了。热门那个说王思聪的也是看错了吧？？？ 
7348,2016-10-17 00:11 ,短腿小二花,,我以为是大张伟 
7349,2016-10-17 00:11 ,干煸唐老鸭呀,,全都中了大张伟的毒 我也是 
7350,2016-10-17 00:11 ,-金灿灿--,,所以大家完全不关心他投案自首了吗 
7351,2016-10-17 00:11 ,-JIANGXINYU,,看成大张伟了 
7352,2016-10-17 00:11 ,日本代购的小s,,我也看成了大张伟。。。 
7353,2016-10-17 00:11 ,SXIA_cc,,还以为是大张伟 吓死宝宝 
7354,2016-10-17 00:11 ,等待晴天的mushroom,,我的妈啊，以为是大张伟 
7355,2016-10-17 00:11 ,李亥孩,,看成了大张伟…… 
7356,2016-10-17 00:11 ,雾美纪香·,,还以为大张伟犯事了 
7357,2016-10-17 00:11 ,只要你在这我就不走,,图片评论 O网页链接 
7358,2016-10-17 00:11 ,肥猪芸,,第一眼看成大张伟。。。 
7359,2016-10-17 00:11 ,GFNTWSGWZNS,,这哥们儿是靠着大张伟上的热搜 
7360,2016-10-17 00:11 ,随便你怎么说怎么想,,吓死我了看成了大张伟，打开一看评论，都是看错的 
7361,2016-10-17 00:11 ,adolesce疯子,,看成大张伟的我点了进来 
7362,2016-10-17 00:11 ,MemoryRemind,,热评全是大张伟 
7363,2016-10-17 00:11 ,我不吃甜食了,,我的妈呀我以为是大张伟 
7364,2016-10-17 00:11 ,芾凡人生6,,第一眼看成大张伟的应该不止我一个…… 
7365,2016-10-17 00:11 ,迎海翘夜山,,想看的[好可怜]全都有   O网页链接 
7366,2016-10-17 00:11 ,坐下来聊聊人生吧,,看成大张伟的右上角，我想知道我不是一个人！ 
7367,2016-10-17 00:11 ,v樱桃小姐,,我看成大张伟了 
7368,2016-10-17 00:11 ,hello波妞儿,,我以为说大张伟😂 
7369,2016-10-17 00:11 ,周公谨今天回我狗头了嘛,,我看成大张伟才点进来看的 
7370,2016-10-17 00:11 ,花楼,,吓我一跳也以为大张伟😂 
7371,2016-10-17 00:11 ,GFNTWSGWZNS,,我看成了大张伟 
7372,2016-10-17 00:11 ,付琴姐姐,,啊？我看了好几眼，都是大张伟 
7373,2016-10-17 00:11 ,只愿诺一世痴狂,,原谅我第一眼看成了大张伟 
7374,2016-10-17 00:11 ,鲤鱼丸子桃,,有多少人和我一样看成了大张伟？ 
7375,2016-10-17 00:11 ,绝不脸红哒,,看评论我才知道不是大张伟 吓银 O网页链接 
7376,2016-10-17 00:11 ,彩色熊猫儿,,是不是只有我一个人看成大张伟 
7377,2016-10-17 00:11 ,小儿女王大人,,我看成了大张伟 
7378,2016-10-17 00:10 ,九八金_,,妈的我以为大张伟怎么了！？ 
7379,2016-10-17 00:10 ,哇花卷多翻空,,我把看成大张伟的都赞了一遍 
7380,2016-10-17 00:10 ,NiceRich,,我也看成了大张伟，吓 
7381,2016-10-17 00:10 ,我就是申嘉莉啊-,,汉字就是这么伟大 顺序都念错了 大张伟。 
7382,2016-10-17 00:10 ,果小脆儿,,妈呀吓我一跳，看成大张伟😂 
7383,2016-10-17 00:10 ,大芮哥哥Y,,看到大张伟我就懵逼了 
7384,2016-10-17 00:10 ,SimochIrbr-,,我看成了大张伟 
7385,2016-10-17 00:10 ,喝益力多滴胖饱兒,,一急眼看成大张伟了😂😂 
7386,2016-10-17 00:10 ,何大宝_Fiona,,尼玛老子还以为是大张伟了 
7387,2016-10-17 00:10 ,-你一贱我就笑-,,大张伟 
7388,2016-10-17 00:10 ,NeverForvieen,,老子看成大张伟… 
7389,2016-10-17 00:10 ,___喜欢你80秒的Vera,,告诉我看成大张伟的不是我一个人 
7390,2016-10-17 00:10 ,今熙念熙,,第一眼绝对看成了大张伟！ 
7391,2016-10-17 00:10 ,小吖嘛小阿纯,,尼玛，看成大张伟才进来的有吗？ 
7392,2016-10-17 00:10 ,我身边有只可爱M,,以为是。。。 
7393,2016-10-17 00:10 ,嚼嚼是狐狸,,我丢第一眼看成大张伟 
7394,2016-10-17 00:10 ,Andrage,,妈的 我以为又谁吸毒被抓了呢 
7395,2016-10-17 00:10 ,lllllllll_llllllllll,,第一眼看成大张伟😂 
7396,2016-10-17 00:10 ,x这个人很懒,,看成大张伟的我吓呆 
7397,2016-10-17 00:10 ,年僅於此,,尼玛，我以为大张伟怎么了 
7398,2016-10-17 00:10 ,上进的人啊,FantasticPatty,我看完内容都以为是大张伟 
7399,2016-10-17 00:10 ,中二半的元气少女嘉田酱,,看成大张伟的请点赞 
7400,2016-10-17 00:10 ,Tosunilea,,看成了大张伟我的天🙆 
7401,2016-10-17 00:10 ,一毫升牛奶,,看成大张伟的 
7402,2016-10-17 00:10 ,刘小妹的大姐姐,,吓我一跳，我以为是大张伟！！！ 
7403,2016-10-17 00:10 ,fhnfh,,看到这条上热门我就猜到八成都是看成大张伟的 
7404,2016-10-17 00:10 ,MemoryRemind,,看成大老师 
7405,2016-10-17 00:10 ,ccc不一,善良博主,可能是吧 
7406,2016-10-17 00:10 ,热爱loo,,看成大张伟的抱紧我 
7407,2016-10-17 00:10 ,是晗不是han,,第一眼以为灵魂舞者张国伟，还以为在国外发生啥事了。第二眼仔细看了看，咦，大张伟出啥事了 
7408,2016-10-17 00:10 ,石头mermory,,吓死我了 第一眼大张伟 
7409,2016-10-17 00:10 ,Vampire喋,,原来不是大张伟… 
7410,2016-10-17 00:10 ,中年油腻妇女,,不止我一个人看成大张伟吧 
7411,2016-10-17 00:10 ,happysmartcat,,打开评论一看，都是和我一样看成大张伟的 
7412,2016-10-17 00:09 ,ff7ckovo,,看成大张伟的举手 
7413,2016-10-17 00:09 ,樱桃小丸子VvvvV,,难道就我一个人看的是大张伟投案自首？ 
7414,2016-10-17 00:09 ,小花-果汁,,吓了一跳，我还以为大张伟咋滴啦 
7415,2016-10-17 00:09 ,小螃蟹呀-,,就我一人看成大张伟吗 
7416,2016-10-17 00:09 ,Han-hanz,,我就知道评论全都是大张伟。。 
7417,2016-10-17 00:09 ,简悦2010,,开始以为是大张伟 
7418,2016-10-17 00:09 ,啊爵啦,,😒我以为大张伟 
7419,2016-10-17 00:09 ,秦秦秦秦思忆,,看成大张伟吓我一跳🙄 
7420,2016-10-17 00:09 ,你好阿依-,,大老师躺了 
7421,2016-10-17 00:09 ,余生很长ZJ,,看成大张伟  才点开  哈哈哈 
7422,2016-10-17 00:09 ,xiiixixi,,看成大张伟吓我一跳……… 
7423,2016-10-17 00:09 ,WANGWEIWEI蔚薇,陳拜掰,是挺像的 
7424,2016-10-17 00:09 ,郑梦倩,,我以为是大张伟吓我一跳 
7425,2016-10-17 00:09 ,小晴er,,满屏的大张伟… 
7426,2016-10-17 00:09 ,甩胸少女猪富贵,,讲真我是看成大张伟点进来的，对不起大老师 
7427,2016-10-17 00:09 ,zZ道姑小姐,,绝对不止我一人看成了大张伟 
7428,2016-10-17 00:09 ,冯三狗,,妈蛋，还以为是大张伟 
7429,2016-10-17 00:09 ,依然如故哈,,我也以为大张伟😂 
7430,2016-10-17 00:09 ,nanahaha-,,妈的 看成大张伟了 
